Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Xiamenvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rerduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Papyrusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Titanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bingvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saundersvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phifelvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pbi1virus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cecivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rigallicvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stanholtvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Poushouvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Samunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coetzeevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Detrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Triavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sasvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Casadabanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Andromedavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Magadivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trinavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trippvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vhulanivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Spbetavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vieuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ravinvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Weaselvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lambdavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Decurrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bendigovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Beetrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chunghsingvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pulverervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hendrixvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Attisvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vegasvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wildcatvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tinduovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kelleziovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Harrisonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Novosibvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Amigovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mudcatvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klementvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Seuratvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Psavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lilyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nonagvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cbastvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wbetavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lwoffvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Agatevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caeruleovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tsarbombavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wphvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bequatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nitunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bastillevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sepunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kayvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Silviavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Twortvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pecentumvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kochikohdavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Okubovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Siminovitchvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Teseptimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phikmvvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zindervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Friunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pradovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Przondovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Napahaivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Drulisvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phimunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pollyceevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gamaleyavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salasvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosenblumvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cepunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fipvunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enhodamvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Luzseptimavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enquatrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lightbulbvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kafunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lessievirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bruynoghevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bjornvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Baltimorevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kochitakasuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myxoctovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lederbergvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hollowayvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pagevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aqualcavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ithacavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vicosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jasminevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Krylovvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bifseptvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tabernariusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jwalphavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Schmidvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Perisivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Johnsonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Traversvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Diegovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oslovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Litunavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kuravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Uetakevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rauchvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Agtrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limestonevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kuttervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pithovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthotospovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Goukovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phlebovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phasivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hudovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kabutovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tenuivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pidchovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Horwuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hudivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mobuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Banyangvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Beidivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wubeivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Laulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthobunyavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Herbevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shangavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pacuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthonairovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shaspivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Striwavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mammarenavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Reptarenavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arenavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hartmanivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthohantavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Loanvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mobatvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thottimvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Emaravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthophasmavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Feravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Inshuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jonvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wuhivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lincruvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hubavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wumivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coguvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thogotovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphainfluenzavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betainfluenzavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammainfluenzavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Isavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Quaranjavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltainfluenzavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tilapinevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ephemerovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Almendravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Novirhabdovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lyssavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nucleorhabdovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hapavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caligrhavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vesiculovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphanemrhavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sripuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Curiovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ledantevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dichorhavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tupavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sprivivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sigmavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tibrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Perhabdovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Varicosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cytorhabdovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthobornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Carbovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rubulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Morbillivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Respirovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Henipavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquaparamyxovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ferlavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jeilongvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Narmovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salemvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthoavulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pararubulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthopneumovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Metapneumovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Berhavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orinovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tapwovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nyavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Socyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crustavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ebolavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marburgvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cuevavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerotimonavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sunshinevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chengtivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wastrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Anphevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Peropuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arlivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ophiovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yingvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yuyuevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Negevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphacoronavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betacoronavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammacoronavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltacoronavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Torovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bafinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oncotshavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bostovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Infratovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pregotovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sectovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tiruvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphamononivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paguronivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Charybnivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Okavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lambdaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Epsilonarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Etaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iotaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thetaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zetaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kappaarterivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphamesonivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Turrinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillarnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sogarnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Labyrnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kusarnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Locarnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salisharnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iflavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nepovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Comovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fabavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Waikavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sequivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sadwavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cheravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Torradovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepatovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kobuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Potamipivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oscivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rafivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pasivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Passerivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sakobuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sicinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kunsagivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnipivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ampivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Harkavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rabovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Torchivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aalivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bopivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shanbavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Livupivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avihepatovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cardiovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aphthovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Teschovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parechovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erbovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Senecavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sapelovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tremovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mischivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquamavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dicipivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hunnivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mosavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crohivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avisivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gallivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Posavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Husavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sopolycivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chipolycivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hupolycivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cripavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aparavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
