Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Klebsiella variicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. WCHKl090001,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. FDAARGOS_511,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. M5al,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. PO552,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. LTGPAF-6F,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. LY,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella sp. P1CD1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella quasipneumoniae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella quasivariicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter freundii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter werkmanii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter portucalensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter freundii complex sp. CFNIH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter freundii complex sp. CFNIH4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter braakii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter freundii complex sp. CFNIH3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter youngae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter freundii complex sp. CFNIH9,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. ABFQG,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter amalonaticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter rodentium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. LY-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter farmeri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. SNU WT2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter koseri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. CFNIH10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. FDAARGOS_156,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter pasteurii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. CRE-46,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. CF971,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. 86,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. 92,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter sp. TBCP-5362,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia coli,  0.00,   0.00,   0.00,   0.01,   0.01,   0.00,   0.01
Escherichia albertii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia fergusonii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia sp. E4742,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia marmotae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella enterica,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Salmonella bongori,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella sp. SSDFZ54,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella sp. SSDFZ69,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Hamiltonella defensa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
secondary endosymbiont of Heteropsylla cubana,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
secondary endosymbiont of Ctenarytaina eucalypti,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Blochmannia vafer,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Blochmannia floridanus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Blochmannia chromaiodes,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Blochmannia pennsylvanicus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Tachikawaea gelatinosa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Doolittlea endobia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Purcelliella pentastirinorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Mikella endobia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
secondary endosymbiont of Trabutina mannipara,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Annandia adelgestsuga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Hoaglandella endobia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Gullanella endobia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plautia stali symbiont,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteriaceae bacterium strain FGI 57,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteriaceae bacterium ENNIH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteriaceae bacterium S05,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteriaceae bacterium ENNIH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteriaceae bacterium ENNIH3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosakonia cowanii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosakonia sacchari,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosakonia oryzae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosakonia sp. CCTCC M2018092,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosakonia radicincitans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leclercia adecarboxylata,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leclercia sp. W6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leclercia sp. LSNIH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leclercia sp. W17,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leclercia sp. LSNIH3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter sakazakii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter dublinensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter malonaticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter muytjensii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter condimenti,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter turicensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter universalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cedecea neteri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cedecea lapagei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lelliottia amnigena,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lelliottia jeotgali,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lelliottia sp. WB101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lelliottia nimipressuralis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pluralibacter gergoviae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacter lignolyticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Atlantibacter hermannii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella terrigena,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella planticola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella electrica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella ornithinolytica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella sp. NCTC 9189,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raoultella sp. X13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gibbsiella quercinecans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella boydii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella sonnei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella dysenteriae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella flexneri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella sp. PAMC 28760,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Riesia pediculicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Riesia pediculischaeffi,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Izhakiella sp. KSNA2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shimwellia blattae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Buttiauxella sp. 3AFRM03,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Ishikawaella capsulata,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kluyvera intermedia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnobaculum parvum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Moranella endobia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Metakosakonia sp. MRY16-398,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia marcescens,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Serratia plymuthica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia symbiotica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia fonticola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia rubidaea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia odorifera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia liquefaciens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. ATCC 39006,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. YD25,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia proteamaculans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. FDAARGOS_506,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia quinivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. FGI94,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. 3ACOL1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia ficaria,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. P2ACOL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. MYb239,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. 1D1416,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. FS14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. JKS000199,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. SCBI,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. SSNIH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. LS-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. AS12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia sp. AS13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia pseudotuberculosis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia similis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia pestis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia enterocolitica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia frederiksenii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia rohdei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia ruckeri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia aldovae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia entomophaga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia sp. KBS0713,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia aleksiciae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia hibernica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia massiliensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia intermedia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia kristensenii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia sp. FDAARGOS_228,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rahnella aquatilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rahnella sp. ERMR1:05,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rahnella sp. Y9602,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nissabacter sp. SGAir0207,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chania multitudinisentens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Fukatsuia symbiotica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya zeae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya paradisiaca,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya chrysanthemi,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya dadantii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. NCPPB 569,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya dianthicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. NCPPB 3274,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya solani,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya fangzhongdai,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. Secpp 1600,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. MK7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. CSL RW240,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dickeya sp. DW 0440,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium parmentieri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium carotovorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium polaris,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium atrosepticum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium wasabiae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brenneria rubrifaciens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brenneria goodwinii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brenneria nigrifluens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brenneria sp. EniD312,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sodalis glossinidius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sodalis praecaptivus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Sodalis pierantonius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sodalis endosymbiont of Henestaris halophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lonsdalea britannica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea vagans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea ananatis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea sp. SO10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea agglomerans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea dispersa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea sp. CCBC3-3-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea stewartii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea sp. PSNIH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea sp. At-9b,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Pantoea carbekii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea alhagi,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea rwandensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pantoea sp. PSNIH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia persicina,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia gerundensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia amylovora,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia tasmaniensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia sp. QL-Z3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia sp. Ejp617,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia billingiae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Erwinia haradaeae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia pyrifoliae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Buchnera aphidicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tatumella citrea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tatumella ptyseos,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mixta gaviniae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mixta calida,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wigglesworthia glossinidia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia rettgeri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia rustigianii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia stuartii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia sp. WCHPHu000369,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia heimbachae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia sneebia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Providencia alcalifaciens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xenorhabdus bovienii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xenorhabdus nematophila,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xenorhabdus poinarii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xenorhabdus hominickii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xenorhabdus doucetiae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Proteus vulgaris,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Proteus mirabilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Proteus hauseri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Photorhabdus laumondii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Photorhabdus asymbiotica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Photorhabdus thracensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arsenophonus nasoniae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Arsenophonus lipoptenae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arsenophonus endosymbiont of Aleurodicus dispersus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Morganella morganii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella hoshinae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella ictaluri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella tarda,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella piscicida,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella sp. EA181011,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella anguillarum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella sp. LADL05-105,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hafnia alvei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hafnia paralvei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hafnia sp. CBA7124,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Obesumbacterium proteus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Plesiomonas shigelloides,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phytobacter ursingii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phytobacter sp. SCO41,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pragia sp. CF-458,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pragia fontium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leminorella richardii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas maltophilia,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Stenotrophomonas sp. ESTM1D_MKCIP4_1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. SAU14A_NAIMI4_5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ZAC14D2_NAIMI4_6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ZAC14A_NAIMI4_1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. YAU14D1_LEIMI4_1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. SAU14A_NAIMI4_8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. YAU14A_MKIMI4_1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ZAC14D1_NAIMI4_6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ZAC14D1_NAIMI4_1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. LM091,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. WZN-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. DAIF1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. G4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. ASS1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. pho,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. MYb57,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. Pemsol,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. PAMC25021,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas sp. KCTC 12332,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas acidaminiphila,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Stenotrophomonas rhizophila,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Stenotrophomonas nitritireducens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xanthomonas translucens,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Xanthomonas campestris,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
